,redpoint_-3,redpoint_-2,redpoint_-1,redpoint_0,redpoint_1,redpoint_2,redpoint_3,pred,ends,red,yellow,red_diff,remain_ends,last_stone_is_red,red_postion,filepath,page,T
9549,0,1,0,0,0,0,0,-2,3,0.0,2.0,-2.0,6,True,0.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme197end3.png,197,CWC2018-19_Leg1_ResultsBook
9550,0,0,1,0,0,0,0,-1,10,0.0,1.0,-1.0,0,False,-1.0,./dataset_o\ECC2019_ResultsBook_Women_A-Division\geme107end10.png,107,ECC2019_ResultsBook_Women_A-Division
9551,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme880end4.png,880,WMCC2021_ResultsBook
9552,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,False,4.0,./dataset_o\WWCC2019_ResultsBook\geme105end7.png,105,WWCC2019_ResultsBook
9553,0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,2,False,0.0,./dataset_o\WWCC2018_ResultsBook\geme303end7.png,303,WWCC2018_ResultsBook
9554,0,0,1,0,0,0,0,-1,5,0.0,1.0,-1.0,4,True,-3.0,./dataset_o\ECC2019_ResultsBook_Women_A-Division\geme432end5.png,432,ECC2019_ResultsBook_Women_A-Division
9555,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,False,1.0,./dataset_o\WMCC2019_ResultsBook\geme373end2.png,373,WMCC2019_ResultsBook
9556,0,0,1,0,0,0,0,-1,5,0.0,1.0,-1.0,4,False,2.0,./dataset_o\WWCC2019_ResultsBook\geme159end5.png,159,WWCC2019_ResultsBook
9557,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,5,False,0.0,./dataset_o\WMCC2019_ResultsBook\geme883end4.png,883,WMCC2019_ResultsBook
9558,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,4,False,2.0,./dataset_o\WWCC2019_ResultsBook\geme531end5.png,531,WWCC2019_ResultsBook
9559,0,1,0,0,0,0,0,-2,4,0.0,2.0,-2.0,5,False,-3.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme511end4.png,511,ECC2018_ResultsBook_Women_A-Division
9560,0,1,0,0,0,0,0,-2,8,0.0,2.0,-2.0,1,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme464end8.png,464,WWCC2022_ResultsBook
9561,0,1,0,0,0,0,0,-2,5,0.0,2.0,-2.0,4,False,5.0,./dataset_o\WMCC2021_ResultsBook\geme586end5.png,586,WMCC2021_ResultsBook
9562,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,7,True,-2.0,./dataset_o\PCCC2022_ResultsBook_Men_A-Division\geme21end2.png,21,PCCC2022_ResultsBook_Men_A-Division
9563,1,0,0,0,0,0,0,-3,9,0.0,4.0,-4.0,0,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme839end9.png,839,WWCC2023_ResultsBook
9564,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,8,True,0.0,./dataset_o\WMCC2019_ResultsBook\geme861end1.png,861,WMCC2019_ResultsBook
9565,0,0,0,0,0,1,0,2,1,2.0,0.0,2.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme363end1.png,363,WWCC2022_ResultsBook
9566,0,0,0,0,0,1,0,2,1,2.0,0.0,2.0,8,True,0.0,./dataset_o\PCCC2022_ResultsBook_Women_A-Division\geme331end1.png,331,PCCC2022_ResultsBook_Women_A-Division
9567,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,True,0.0,./dataset_o\CWC2018-19_Leg3_ResultsBook\geme104end1.png,104,CWC2018-19_Leg3_ResultsBook
9568,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,3,False,-1.0,./dataset_o\WMCC2019_ResultsBook\geme59end6.png,59,WMCC2019_ResultsBook
9569,0,1,0,0,0,0,0,-2,11,0.0,2.0,-2.0,0,False,0.0,./dataset_o\OWG2018_ResultsBook\geme301end11.png,301,OWG2018_ResultsBook
9570,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,True,1.0,./dataset_o\CWC2018-19_Leg3_ResultsBook\geme456end4.png,456,CWC2018-19_Leg3_ResultsBook
9571,0,0,0,0,0,1,0,2,2,2.0,0.0,2.0,7,False,0.0,./dataset_o\OWG2022_ResultsBook\geme620end2.png,620,OWG2022_ResultsBook
9572,0,0,0,0,0,1,0,2,10,2.0,0.0,2.0,0,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme588end10.png,588,WMCC2023_ResultsBook
9573,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,True,0.0,./dataset_o\ECC2021_ResultsBook_Men_A-Division\geme512end1.png,512,ECC2021_ResultsBook_Men_A-Division
9574,0,0,0,0,0,1,0,2,3,2.0,0.0,2.0,6,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme640end3.png,640,WMCC2021_ResultsBook
9575,0,1,0,0,0,0,0,-2,6,0.0,2.0,-2.0,3,False,4.0,./dataset_o\WWCC2018_ResultsBook\geme39end6.png,39,WWCC2018_ResultsBook
9576,0,1,0,0,0,0,0,-2,3,0.0,2.0,-2.0,6,False,1.0,./dataset_o\WMCC2019_ResultsBook\geme128end3.png,128,WMCC2019_ResultsBook
9577,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme421end1.png,421,WWCC2023_ResultsBook
9578,1,0,0,0,0,0,0,-3,3,0.0,4.0,-4.0,6,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme187end3.png,187,WMCC2023_ResultsBook
9579,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,1.0,./dataset_o\OQE2021_ResultsBook_Men\geme92end3.png,92,OQE2021_ResultsBook_Men
9580,0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,0,True,-3.0,./dataset_o\OWG2018_ResultsBook\geme949end9.png,949,OWG2018_ResultsBook
9581,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,True,0.0,./dataset_o\PCCC2023_ResultsBook_Men_A-Division\geme35end1.png,35,PCCC2023_ResultsBook_Men_A-Division
9582,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,False,1.0,./dataset_o\CWC2018-19_Leg2_ResultsBook\geme184end4.png,184,CWC2018-19_Leg2_ResultsBook
9583,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,False,2.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme6end7.png,6,ECC2023_ResultsBook_Women_A-Division
9584,0,1,0,0,0,0,0,-2,8,0.0,2.0,-2.0,1,False,4.0,./dataset_o\PACC2018_ResultsBook_Men\geme338end8.png,338,PACC2018_ResultsBook_Men
9585,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,0.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end3.png,184,ECC2017_ResultsBook_Women_A-Division
9586,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme426end3.png,426,WMCC2021_ResultsBook
9587,0,0,0,0,0,1,0,2,7,2.0,0.0,2.0,2,True,-4.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme197end7.png,197,CWC2018-19_Leg1_ResultsBook
9588,0,0,0,0,1,0,0,1,7,1.0,0.0,1.0,2,True,-3.0,./dataset_o\ECC2019_ResultsBook_Women_A-Division\geme256end7.png,256,ECC2019_ResultsBook_Women_A-Division
9589,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,-1.0,./dataset_o\OWG2018_ResultsBook\geme780end6.png,780,OWG2018_ResultsBook
9590,0,0,0,0,1,0,0,1,9,1.0,0.0,1.0,0,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme778end9.png,778,WWCC2022_ResultsBook
9591,0,0,1,0,0,0,0,-1,5,0.0,1.0,-1.0,4,False,3.0,./dataset_o\CWC2018-19_Leg2_ResultsBook\geme21end5.png,21,CWC2018-19_Leg2_ResultsBook
9592,0,0,0,0,1,0,0,1,11,1.0,0.0,1.0,0,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme120end11.png,120,WMCC2022_ResultsBook
9593,0,0,0,0,1,0,0,1,8,1.0,0.0,1.0,1,False,5.0,./dataset_o\PCCC2022_ResultsBook_Women_A-Division\geme322end8.png,322,PCCC2022_ResultsBook_Women_A-Division
9594,0,0,0,0,0,0,1,3,2,3.0,0.0,3.0,7,False,1.0,./dataset_o\WWCC2018_ResultsBook\geme172end2.png,172,WWCC2018_ResultsBook
9595,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,False,1.0,./dataset_o\WMCC2018_ResultsBook\geme239end2.png,239,WMCC2018_ResultsBook
9596,0,0,0,0,0,0,1,3,2,3.0,0.0,3.0,7,True,-1.0,./dataset_o\ECC2022_ResultsBook_Women_A-Division\geme372end2.png,372,ECC2022_ResultsBook_Women_A-Division
9597,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,6,False,1.0,./dataset_o\ECC2017_ResultsBook_Men_A-Division\geme295end3.png,295,ECC2017_ResultsBook_Men_A-Division
9598,0,0,0,0,0,1,0,2,2,2.0,0.0,2.0,7,True,-1.0,./dataset_o\WWCC2018_ResultsBook\geme834end2.png,834,WWCC2018_ResultsBook
9599,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,6,True,-1.0,./dataset_o\WWCC2019_ResultsBook\geme116end3.png,116,WWCC2019_ResultsBook
9600,0,0,0,0,1,0,0,1,5,1.0,0.0,1.0,4,True,-3.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme197end5.png,197,ECC2023_ResultsBook_Women_A-Division
9601,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,False,1.0,./dataset_o\ECC2021_ResultsBook_Men_A-Division\geme452end4.png,452,ECC2021_ResultsBook_Men_A-Division
9602,0,0,0,0,1,0,0,1,7,1.0,0.0,1.0,2,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme540end7.png,540,WMCC2022_ResultsBook
9603,0,1,0,0,0,0,0,-2,3,0.0,2.0,-2.0,6,False,2.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme37end3.png,37,ECC2022_ResultsBook_Men_A-Division
9604,0,1,0,0,0,0,0,-2,1,0.0,2.0,-2.0,8,False,0.0,./dataset_o\PCCC2023_ResultsBook_Men_A-Division\geme21end1.png,21,PCCC2023_ResultsBook_Men_A-Division
9605,0,1,0,0,0,0,0,-2,5,0.0,2.0,-2.0,4,False,4.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme118end5.png,118,ECC2018_ResultsBook_Women_A-Division
9606,0,0,0,0,1,0,0,1,10,1.0,0.0,1.0,0,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme444end10.png,444,WWCC2023_ResultsBook
9607,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,False,3.0,./dataset_o\WWCC2018_ResultsBook\geme415end6.png,415,WWCC2018_ResultsBook
9608,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,False,-1.0,./dataset_o\ECC2019_ResultsBook_Men_A-Division\geme34end4.png,34,ECC2019_ResultsBook_Men_A-Division
9609,0,1,0,0,0,0,0,-2,8,0.0,2.0,-2.0,1,False,-4.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme298end8.png,298,ECC2022_ResultsBook_Men_A-Division
9610,0,0,1,0,0,0,0,-1,11,0.0,1.0,-1.0,0,True,0.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme158end11.png,158,ECC2018_ResultsBook_Women_A-Division
9611,0,0,0,0,1,0,0,1,5,1.0,0.0,1.0,4,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme684end5.png,684,WMCC2023_ResultsBook
9612,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,8,True,0.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme431end1.png,431,CWC2018-19_Leg1_ResultsBook
9613,0,0,1,0,0,0,0,-1,5,0.0,1.0,-1.0,4,True,-3.0,./dataset_o\ECC2022_ResultsBook_Women_A-Division\geme184end5.png,184,ECC2022_ResultsBook_Women_A-Division
9614,0,1,0,0,0,0,0,-2,7,0.0,2.0,-2.0,2,False,4.0,./dataset_o\OWG2022_ResultsBook\geme703end7.png,703,OWG2022_ResultsBook
9615,0,0,0,0,1,0,0,1,10,1.0,0.0,1.0,0,True,-2.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme249end10.png,249,ECC2022_ResultsBook_Men_A-Division
9616,0,0,0,0,1,0,0,1,8,1.0,0.0,1.0,1,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme652end8.png,652,WMCC2023_ResultsBook
9617,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,8,True,0.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end1.png,197,ECC2017_ResultsBook_Women_A-Division
9618,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme829end2.png,829,WWCC2023_ResultsBook
9619,0,0,0,0,1,0,0,1,10,1.0,0.0,1.0,0,False,0.0,./dataset_o\PACC2019_ResultsBook_Women\geme119end10.png,119,PACC2019_ResultsBook_Women
9620,0,0,1,0,0,0,0,-1,10,0.0,1.0,-1.0,0,True,1.0,./dataset_o\WWCC2018_ResultsBook\geme635end10.png,635,WWCC2018_ResultsBook
9621,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme580end3.png,580,WWCC2023_ResultsBook
9622,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,True,1.0,./dataset_o\OWG2022_ResultsBook\geme158end8.png,158,OWG2022_ResultsBook
9623,0,0,0,0,0,0,1,3,3,4.0,0.0,4.0,6,False,10.0,./dataset_o\PACC2018_ResultsBook_Women\geme266end3.png,266,PACC2018_ResultsBook_Women
9624,0,0,0,0,0,1,0,2,4,2.0,0.0,2.0,5,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme512end4.png,512,WMCC2021_ResultsBook
9625,0,0,1,0,0,0,0,-1,1,0.0,1.0,-1.0,8,False,0.0,./dataset_o\ECC2017_ResultsBook_Men_A-Division\geme489end1.png,489,ECC2017_ResultsBook_Men_A-Division
9626,0,1,0,0,0,0,0,-2,8,0.0,2.0,-2.0,1,True,-4.0,./dataset_o\OWG2022_ResultsBook\geme205end8.png,205,OWG2022_ResultsBook
9627,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,3,True,0.0,./dataset_o\ECC2021_ResultsBook_Men_A-Division\geme44end6.png,44,ECC2021_ResultsBook_Men_A-Division
9628,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,3,False,0.0,./dataset_o\PCCC2023_ResultsBook_Men_A-Division\geme129end6.png,129,PCCC2023_ResultsBook_Men_A-Division
9629,0,0,0,0,0,1,0,2,7,2.0,0.0,2.0,2,True,-3.0,./dataset_o\WWCC2022_ResultsBook\geme464end7.png,464,WWCC2022_ResultsBook
9630,0,1,0,0,0,0,0,-2,1,0.0,2.0,-2.0,8,False,0.0,./dataset_o\ECC2022_ResultsBook_Women_A-Division\geme349end1.png,349,ECC2022_ResultsBook_Women_A-Division
9631,0,1,0,0,0,0,0,-2,7,0.0,2.0,-2.0,2,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme38end7.png,38,WWCC2023_ResultsBook
9632,0,0,0,0,0,0,1,3,4,3.0,0.0,3.0,5,False,2.0,./dataset_o\ECC2019_ResultsBook_Women_A-Division\geme369end4.png,369,ECC2019_ResultsBook_Women_A-Division
9633,1,0,0,0,0,0,0,-3,7,0.0,4.0,-4.0,2,False,-5.0,./dataset_o\OWG2018_ResultsBook\geme290end7.png,290,OWG2018_ResultsBook
9634,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,6,True,1.0,./dataset_o\OWG2018_ResultsBook\geme638end3.png,638,OWG2018_ResultsBook
9635,0,0,0,0,1,0,0,1,2,1.0,0.0,1.0,7,True,0.0,./dataset_o\OWG2018_ResultsBook\geme246end2.png,246,OWG2018_ResultsBook
9636,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,False,8.0,./dataset_o\WMCC2018_ResultsBook\geme22end8.png,22,WMCC2018_ResultsBook
9637,0,0,0,0,0,1,0,2,4,2.0,0.0,2.0,5,True,-1.0,./dataset_o\PCCC2022_ResultsBook_Men_A-Division\geme288end4.png,288,PCCC2022_ResultsBook_Men_A-Division
9638,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,-1.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end6.png,90,ECC2017_ResultsBook_Women_A-Division
9639,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,-7.0,./dataset_o\ECC2017_ResultsBook_Men_A-Division\geme434end6.png,434,ECC2017_ResultsBook_Men_A-Division
9640,0,0,0,0,0,1,0,2,2,2.0,0.0,2.0,7,False,1.0,./dataset_o\WWCC2019_ResultsBook\geme605end2.png,605,WWCC2019_ResultsBook
9641,0,0,0,0,1,0,0,1,9,1.0,0.0,1.0,0,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme248end9.png,248,WMCC2023_ResultsBook
9642,0,0,1,0,0,0,0,-1,6,0.0,1.0,-1.0,3,True,2.0,./dataset_o\CWC2018-19_Leg2_ResultsBook\geme21end6.png,21,CWC2018-19_Leg2_ResultsBook
9643,0,0,1,0,0,0,0,-1,1,0.0,1.0,-1.0,8,False,0.0,./dataset_o\WMCC2019_ResultsBook\geme128end1.png,128,WMCC2019_ResultsBook
9644,0,0,0,0,0,1,0,2,11,2.0,0.0,2.0,0,True,0.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme116end11.png,116,ECC2022_ResultsBook_Men_A-Division
9645,0,0,0,0,1,0,0,1,9,1.0,0.0,1.0,0,True,0.0,./dataset_o\OWG2022_ResultsBook\geme528end9.png,528,OWG2022_ResultsBook
9646,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme310end2.png,310,WWCC2022_ResultsBook
9647,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme755end2.png,755,WMCC2021_ResultsBook
9648,0,0,0,0,0,1,0,2,5,2.0,0.0,2.0,4,True,-4.0,./dataset_o\WMCC2019_ResultsBook\geme788end5.png,788,WMCC2019_ResultsBook
9649,0,0,0,0,1,0,0,1,9,1.0,0.0,1.0,0,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme590end9.png,590,WWCC2022_ResultsBook
9650,1,0,0,0,0,0,0,-3,9,0.0,4.0,-4.0,0,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme796end9.png,796,WWCC2023_ResultsBook
9651,1,0,0,0,0,0,0,-3,1,0.0,3.0,-3.0,8,False,0.0,./dataset_o\WMCC2018_ResultsBook\geme560end1.png,560,WMCC2018_ResultsBook
9652,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,False,4.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme27end4.png,27,CWC2018-19_Leg1_ResultsBook
9653,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,False,0.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme249end1.png,249,ECC2017_ResultsBook_Women_A-Division
9654,0,0,1,0,0,0,0,-1,5,0.0,1.0,-1.0,4,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme471end5.png,471,WMCC2023_ResultsBook
9655,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,True,-2.0,./dataset_o\OWG2018_ResultsBook\geme526end3.png,526,OWG2018_ResultsBook
9656,0,0,0,0,1,0,0,1,2,1.0,0.0,1.0,7,True,-3.0,./dataset_o\WWCC2019_ResultsBook\geme150end2.png,150,WWCC2019_ResultsBook
9657,0,0,0,0,0,1,0,2,4,2.0,0.0,2.0,5,True,-2.0,./dataset_o\WMCC2018_ResultsBook\geme560end4.png,560,WMCC2018_ResultsBook
9658,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,True,0.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme365end1.png,365,ECC2018_ResultsBook_Women_A-Division
9659,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme694end1.png,694,WMCC2022_ResultsBook
9660,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,False,-1.0,./dataset_o\PACC2018_ResultsBook_Men\geme94end4.png,94,PACC2018_ResultsBook_Men
9661,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,5,False,-3.0,./dataset_o\PCCC2022_ResultsBook_Men_A-Division\geme35end4.png,35,PCCC2022_ResultsBook_Men_A-Division
9662,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,False,-2.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme349end6.png,349,ECC2021_ResultsBook_Women_A-Division
9663,0,1,0,0,0,0,0,-2,6,0.0,2.0,-2.0,3,True,-4.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme94end6.png,94,CWC2018-19_Leg1_ResultsBook
9664,0,0,1,0,0,0,0,-1,10,0.0,1.0,-1.0,0,True,2.0,./dataset_o\WWCC2018_ResultsBook\geme51end10.png,51,WWCC2018_ResultsBook
9665,0,0,0,0,0,1,0,2,6,2.0,0.0,2.0,3,True,4.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme146end6.png,146,ECC2021_ResultsBook_Women_A-Division
9666,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,8,False,0.0,./dataset_o\PACC2019_ResultsBook_Women\geme27end1.png,27,PACC2019_ResultsBook_Women
9667,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,False,2.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme106end4.png,106,ECC2022_ResultsBook_Men_A-Division
9668,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,-2.0,./dataset_o\PCCC2022_ResultsBook_Men_A-Division\geme108end6.png,108,PCCC2022_ResultsBook_Men_A-Division
9669,1,0,0,0,0,0,0,-3,1,0.0,5.0,-5.0,8,False,0.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme360end1.png,360,ECC2021_ResultsBook_Women_A-Division
9670,0,0,0,0,0,1,0,2,7,2.0,0.0,2.0,2,True,-2.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme328end7.png,328,ECC2021_ResultsBook_Women_A-Division
9671,0,1,0,0,0,0,0,-2,5,0.0,2.0,-2.0,4,True,1.0,./dataset_o\WMCC2019_ResultsBook\geme685end5.png,685,WMCC2019_ResultsBook
9672,0,1,0,0,0,0,0,-2,9,0.0,2.0,-2.0,0,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme775end9.png,775,WMCC2021_ResultsBook
9673,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,6,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme1037end3.png,1037,WMCC2021_ResultsBook
9674,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,False,1.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme421end6.png,421,ECC2018_ResultsBook_Men_A-Division
9675,0,0,0,0,0,0,1,3,4,3.0,0.0,3.0,5,False,1.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme413end4.png,413,ECC2017_ResultsBook_Women_A-Division
9676,0,1,0,0,0,0,0,-2,6,0.0,2.0,-2.0,3,False,1.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme482end6.png,482,ECC2023_ResultsBook_Women_A-Division
9677,0,0,0,0,0,0,1,3,9,4.0,0.0,4.0,0,True,-1.0,./dataset_o\OWG2022_ResultsBook\geme474end9.png,474,OWG2022_ResultsBook
9678,0,1,0,0,0,0,0,-2,1,0.0,2.0,-2.0,8,True,0.0,./dataset_o\PACC2018_ResultsBook_Women\geme172end1.png,172,PACC2018_ResultsBook_Women
9679,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,False,3.0,./dataset_o\WMCC2019_ResultsBook\geme117end8.png,117,WMCC2019_ResultsBook
9680,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,4,False,4.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme48end5.png,48,ECC2018_ResultsBook_Women_A-Division
9681,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,True,1.0,./dataset_o\WWCC2018_ResultsBook\geme127end7.png,127,WWCC2018_ResultsBook
9682,0,0,0,0,1,0,0,1,5,1.0,0.0,1.0,4,True,-2.0,./dataset_o\OQE2021_ResultsBook_Men\geme42end5.png,42,OQE2021_ResultsBook_Men
9683,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,3,True,0.0,./dataset_o\ECC2019_ResultsBook_Men_A-Division\geme105end6.png,105,ECC2019_ResultsBook_Men_A-Division
9684,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,True,3.0,./dataset_o\WWCC2023_ResultsBook\geme272end8.png,272,WWCC2023_ResultsBook
9685,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,7,False,0.0,./dataset_o\WMCC2019_ResultsBook\geme23end2.png,23,WMCC2019_ResultsBook
9686,0,0,0,0,0,1,0,2,8,2.0,0.0,2.0,1,True,3.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme283end8.png,283,ECC2021_ResultsBook_Women_A-Division
9687,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,True,0.0,./dataset_o\OWG2018_ResultsBook\geme1066end8.png,1066,OWG2018_ResultsBook
9688,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,5,False,1.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end4.png,90,ECC2017_ResultsBook_Women_A-Division
9689,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme891end2.png,891,WMCC2021_ResultsBook
9690,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,False,0.0,./dataset_o\WMCC2019_ResultsBook\geme661end3.png,661,WMCC2019_ResultsBook
9691,0,0,0,0,1,0,0,1,11,1.0,0.0,1.0,0,False,0.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme106end11.png,106,ECC2018_ResultsBook_Women_A-Division
9692,0,0,0,0,1,0,0,1,8,1.0,0.0,1.0,1,True,3.0,./dataset_o\ECC2021_ResultsBook_Men_A-Division\geme169end8.png,169,ECC2021_ResultsBook_Men_A-Division
9693,1,0,0,0,0,0,0,-3,4,0.0,3.0,-3.0,5,False,1.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme343end4.png,343,ECC2018_ResultsBook_Men_A-Division
9694,0,0,0,0,0,0,1,3,2,3.0,0.0,3.0,7,True,-1.0,./dataset_o\ECC2022_ResultsBook_Women_A-Division\geme422end2.png,422,ECC2022_ResultsBook_Women_A-Division
9695,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme778end4.png,778,WWCC2022_ResultsBook
9696,0,0,0,0,0,1,0,2,5,2.0,0.0,2.0,4,True,-2.0,./dataset_o\WMCC2019_ResultsBook\geme734end5.png,734,WMCC2019_ResultsBook
9697,0,0,0,0,1,0,0,1,7,1.0,0.0,1.0,2,True,0.0,./dataset_o\WWCC2019_ResultsBook\geme764end7.png,764,WWCC2019_ResultsBook
