,ends,red,yellow,red_diff,remain_ends,last_stone_is_red,page,filepath,INFO,T,red_postion
4,5,1.0,0.0,1.0,4,True,390,./dataset_o\OWG2018_ResultsBook\geme390end5.png,True,OWG2018_ResultsBook,-2.0
5,6,1.0,0.0,1.0,3,False,390,./dataset_o\OWG2018_ResultsBook\geme390end6.png,True,OWG2018_ResultsBook,-1.0
6,7,0.0,1.0,-1.0,2,False,390,./dataset_o\OWG2018_ResultsBook\geme390end7.png,True,OWG2018_ResultsBook,0.0
7,8,1.0,0.0,1.0,1,True,390,./dataset_o\OWG2018_ResultsBook\geme390end8.png,True,OWG2018_ResultsBook,-1.0
8,9,0.0,1.0,-1.0,0,False,390,./dataset_o\OWG2018_ResultsBook\geme390end9.png,True,OWG2018_ResultsBook,0.0
9,10,1.0,0.0,1.0,0,True,390,./dataset_o\OWG2018_ResultsBook\geme390end10.png,True,OWG2018_ResultsBook,-1.0
10,11,0.0,1.0,-1.0,0,False,390,./dataset_o\OWG2018_ResultsBook\geme390end11.png,True,OWG2018_ResultsBook,0.0
0,1,2.0,0.0,2.0,8,True,402,./dataset_o\OWG2018_ResultsBook\geme402end1.png,True,OWG2018_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,False,402,./dataset_o\OWG2018_ResultsBook\geme402end2.png,True,OWG2018_ResultsBook,2.0
2,3,0.0,2.0,-2.0,6,False,402,./dataset_o\OWG2018_ResultsBook\geme402end3.png,True,OWG2018_ResultsBook,3.0
3,4,1.0,0.0,1.0,5,True,402,./dataset_o\OWG2018_ResultsBook\geme402end4.png,True,OWG2018_ResultsBook,1.0
4,5,0.0,1.0,-1.0,4,False,402,./dataset_o\OWG2018_ResultsBook\geme402end5.png,True,OWG2018_ResultsBook,2.0
5,6,1.0,0.0,1.0,3,True,402,./dataset_o\OWG2018_ResultsBook\geme402end6.png,True,OWG2018_ResultsBook,1.0
6,7,0.0,0.0,0.0,2,False,402,./dataset_o\OWG2018_ResultsBook\geme402end7.png,True,OWG2018_ResultsBook,2.0
7,8,0.0,3.0,-3.0,1,False,402,./dataset_o\OWG2018_ResultsBook\geme402end8.png,True,OWG2018_ResultsBook,2.0
8,9,0.0,0.0,0.0,0,True,402,./dataset_o\OWG2018_ResultsBook\geme402end9.png,True,OWG2018_ResultsBook,-1.0
9,10,1.0,0.0,1.0,0,True,402,./dataset_o\OWG2018_ResultsBook\geme402end10.png,True,OWG2018_ResultsBook,-1.0
10,11,0.0,1.0,-1.0,0,False,402,./dataset_o\OWG2018_ResultsBook\geme402end11.png,True,OWG2018_ResultsBook,0.0
0,1,1.0,0.0,1.0,8,False,414,./dataset_o\OWG2018_ResultsBook\geme414end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,414,./dataset_o\OWG2018_ResultsBook\geme414end2.png,True,OWG2018_ResultsBook,1.0
2,3,1.0,0.0,1.0,6,True,414,./dataset_o\OWG2018_ResultsBook\geme414end3.png,True,OWG2018_ResultsBook,-1.0
3,4,0.0,1.0,-1.0,5,False,414,./dataset_o\OWG2018_ResultsBook\geme414end4.png,True,OWG2018_ResultsBook,0.0
4,5,1.0,0.0,1.0,4,True,414,./dataset_o\OWG2018_ResultsBook\geme414end5.png,True,OWG2018_ResultsBook,-1.0
5,6,0.0,2.0,-2.0,3,False,414,./dataset_o\OWG2018_ResultsBook\geme414end6.png,True,OWG2018_ResultsBook,0.0
6,7,1.0,0.0,1.0,2,True,414,./dataset_o\OWG2018_ResultsBook\geme414end7.png,True,OWG2018_ResultsBook,-2.0
7,8,0.0,2.0,-2.0,1,False,414,./dataset_o\OWG2018_ResultsBook\geme414end8.png,True,OWG2018_ResultsBook,-1.0
8,9,1.0,0.0,1.0,0,True,414,./dataset_o\OWG2018_ResultsBook\geme414end9.png,True,OWG2018_ResultsBook,-3.0
9,10,1.0,0.0,1.0,0,False,414,./dataset_o\OWG2018_ResultsBook\geme414end10.png,True,OWG2018_ResultsBook,-2.0
0,1,0.0,0.0,0.0,8,False,428,./dataset_o\OWG2018_ResultsBook\geme428end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,428,./dataset_o\OWG2018_ResultsBook\geme428end2.png,True,OWG2018_ResultsBook,0.0
2,3,3.0,0.0,3.0,6,True,428,./dataset_o\OWG2018_ResultsBook\geme428end3.png,True,OWG2018_ResultsBook,-2.0
3,4,1.0,0.0,1.0,5,False,428,./dataset_o\OWG2018_ResultsBook\geme428end4.png,True,OWG2018_ResultsBook,1.0
4,5,0.0,4.0,-4.0,4,False,428,./dataset_o\OWG2018_ResultsBook\geme428end5.png,True,OWG2018_ResultsBook,2.0
5,6,2.0,0.0,2.0,3,True,428,./dataset_o\OWG2018_ResultsBook\geme428end6.png,True,OWG2018_ResultsBook,-2.0
6,7,0.0,1.0,-1.0,2,False,428,./dataset_o\OWG2018_ResultsBook\geme428end7.png,True,OWG2018_ResultsBook,0.0
7,8,0.0,1.0,-1.0,1,True,428,./dataset_o\OWG2018_ResultsBook\geme428end8.png,True,OWG2018_ResultsBook,-1.0
8,9,0.0,0.0,0.0,0,True,428,./dataset_o\OWG2018_ResultsBook\geme428end9.png,True,OWG2018_ResultsBook,-2.0
9,10,2.0,0.0,2.0,0,True,428,./dataset_o\OWG2018_ResultsBook\geme428end10.png,True,OWG2018_ResultsBook,-2.0
10,11,1.0,0.0,1.0,0,False,428,./dataset_o\OWG2018_ResultsBook\geme428end11.png,True,OWG2018_ResultsBook,0.0
0,1,1.0,0.0,1.0,8,False,440,./dataset_o\OWG2018_ResultsBook\geme440end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,440,./dataset_o\OWG2018_ResultsBook\geme440end2.png,True,OWG2018_ResultsBook,1.0
2,3,1.0,0.0,1.0,6,True,440,./dataset_o\OWG2018_ResultsBook\geme440end3.png,True,OWG2018_ResultsBook,-1.0
3,4,1.0,0.0,1.0,5,False,440,./dataset_o\OWG2018_ResultsBook\geme440end4.png,True,OWG2018_ResultsBook,0.0
4,5,1.0,0.0,1.0,4,False,440,./dataset_o\OWG2018_ResultsBook\geme440end5.png,True,OWG2018_ResultsBook,1.0
5,6,0.0,1.0,-1.0,3,False,440,./dataset_o\OWG2018_ResultsBook\geme440end6.png,True,OWG2018_ResultsBook,2.0
6,7,1.0,0.0,1.0,2,True,440,./dataset_o\OWG2018_ResultsBook\geme440end7.png,True,OWG2018_ResultsBook,1.0
7,8,0.0,1.0,-1.0,1,False,440,./dataset_o\OWG2018_ResultsBook\geme440end8.png,True,OWG2018_ResultsBook,2.0
8,9,2.0,0.0,2.0,0,True,440,./dataset_o\OWG2018_ResultsBook\geme440end9.png,True,OWG2018_ResultsBook,1.0
0,1,0.0,0.0,0.0,8,False,451,./dataset_o\OWG2018_ResultsBook\geme451end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,0.0,0.0,7,False,451,./dataset_o\OWG2018_ResultsBook\geme451end2.png,True,OWG2018_ResultsBook,0.0
2,3,0.0,0.0,0.0,6,False,451,./dataset_o\OWG2018_ResultsBook\geme451end3.png,True,OWG2018_ResultsBook,0.0
3,4,0.0,1.0,-1.0,5,False,451,./dataset_o\OWG2018_ResultsBook\geme451end4.png,True,OWG2018_ResultsBook,0.0
4,5,1.0,0.0,1.0,4,True,451,./dataset_o\OWG2018_ResultsBook\geme451end5.png,True,OWG2018_ResultsBook,-1.0
5,6,0.0,1.0,-1.0,3,False,451,./dataset_o\OWG2018_ResultsBook\geme451end6.png,True,OWG2018_ResultsBook,0.0
6,7,1.0,0.0,1.0,2,True,451,./dataset_o\OWG2018_ResultsBook\geme451end7.png,True,OWG2018_ResultsBook,-1.0
7,8,0.0,1.0,-1.0,1,False,451,./dataset_o\OWG2018_ResultsBook\geme451end8.png,True,OWG2018_ResultsBook,0.0
8,9,2.0,0.0,2.0,0,True,451,./dataset_o\OWG2018_ResultsBook\geme451end9.png,True,OWG2018_ResultsBook,-1.0
9,10,0.0,1.0,-1.0,0,False,451,./dataset_o\OWG2018_ResultsBook\geme451end10.png,True,OWG2018_ResultsBook,1.0
10,11,1.0,0.0,1.0,0,True,451,./dataset_o\OWG2018_ResultsBook\geme451end11.png,True,OWG2018_ResultsBook,0.0
0,1,0.0,1.0,-1.0,8,False,466,./dataset_o\OWG2018_ResultsBook\geme466end1.png,True,OWG2018_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,True,466,./dataset_o\OWG2018_ResultsBook\geme466end2.png,True,OWG2018_ResultsBook,-1.0
2,3,0.0,1.0,-1.0,6,False,466,./dataset_o\OWG2018_ResultsBook\geme466end3.png,True,OWG2018_ResultsBook,0.0
3,4,3.0,0.0,3.0,5,True,466,./dataset_o\OWG2018_ResultsBook\geme466end4.png,True,OWG2018_ResultsBook,-1.0
4,5,0.0,1.0,-1.0,4,False,466,./dataset_o\OWG2018_ResultsBook\geme466end5.png,True,OWG2018_ResultsBook,2.0
5,6,1.0,0.0,1.0,3,True,466,./dataset_o\OWG2018_ResultsBook\geme466end6.png,True,OWG2018_ResultsBook,1.0
6,7,0.0,2.0,-2.0,2,False,466,./dataset_o\OWG2018_ResultsBook\geme466end7.png,True,OWG2018_ResultsBook,2.0
7,8,1.0,0.0,1.0,1,True,466,./dataset_o\OWG2018_ResultsBook\geme466end8.png,True,OWG2018_ResultsBook,0.0
8,9,0.0,2.0,-2.0,0,False,466,./dataset_o\OWG2018_ResultsBook\geme466end9.png,True,OWG2018_ResultsBook,1.0
9,10,1.0,0.0,1.0,0,True,466,./dataset_o\OWG2018_ResultsBook\geme466end10.png,True,OWG2018_ResultsBook,-1.0
10,11,0.0,1.0,-1.0,0,False,466,./dataset_o\OWG2018_ResultsBook\geme466end11.png,True,OWG2018_ResultsBook,0.0
0,1,0.0,2.0,-2.0,8,True,478,./dataset_o\OWG2018_ResultsBook\geme478end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,0.0,0.0,7,True,478,./dataset_o\OWG2018_ResultsBook\geme478end2.png,True,OWG2018_ResultsBook,-2.0
2,3,2.0,0.0,2.0,6,True,478,./dataset_o\OWG2018_ResultsBook\geme478end3.png,True,OWG2018_ResultsBook,-2.0
3,4,0.0,1.0,-1.0,5,False,478,./dataset_o\OWG2018_ResultsBook\geme478end4.png,True,OWG2018_ResultsBook,0.0
4,5,1.0,0.0,1.0,4,True,478,./dataset_o\OWG2018_ResultsBook\geme478end5.png,True,OWG2018_ResultsBook,-1.0
5,6,0.0,2.0,-2.0,3,False,478,./dataset_o\OWG2018_ResultsBook\geme478end6.png,True,OWG2018_ResultsBook,0.0
6,7,1.0,0.0,1.0,2,True,478,./dataset_o\OWG2018_ResultsBook\geme478end7.png,True,OWG2018_ResultsBook,-2.0
7,8,1.0,0.0,1.0,1,False,478,./dataset_o\OWG2018_ResultsBook\geme478end8.png,True,OWG2018_ResultsBook,-1.0
8,9,0.0,1.0,-1.0,0,False,478,./dataset_o\OWG2018_ResultsBook\geme478end9.png,True,OWG2018_ResultsBook,0.0
9,10,1.0,0.0,1.0,0,True,478,./dataset_o\OWG2018_ResultsBook\geme478end10.png,True,OWG2018_ResultsBook,-1.0
10,11,0.0,1.0,-1.0,0,False,478,./dataset_o\OWG2018_ResultsBook\geme478end11.png,True,OWG2018_ResultsBook,0.0
0,1,0.0,0.0,0.0,8,False,490,./dataset_o\OWG2018_ResultsBook\geme490end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,490,./dataset_o\OWG2018_ResultsBook\geme490end2.png,True,OWG2018_ResultsBook,0.0
2,3,1.0,0.0,1.0,6,True,490,./dataset_o\OWG2018_ResultsBook\geme490end3.png,True,OWG2018_ResultsBook,-2.0
3,4,0.0,1.0,-1.0,5,False,490,./dataset_o\OWG2018_ResultsBook\geme490end4.png,True,OWG2018_ResultsBook,-1.0
4,5,0.0,2.0,-2.0,4,True,490,./dataset_o\OWG2018_ResultsBook\geme490end5.png,True,OWG2018_ResultsBook,-2.0
5,6,2.0,0.0,2.0,3,True,490,./dataset_o\OWG2018_ResultsBook\geme490end6.png,True,OWG2018_ResultsBook,-4.0
6,7,0.0,0.0,0.0,2,False,490,./dataset_o\OWG2018_ResultsBook\geme490end7.png,True,OWG2018_ResultsBook,-2.0
7,8,1.0,0.0,1.0,1,False,490,./dataset_o\OWG2018_ResultsBook\geme490end8.png,True,OWG2018_ResultsBook,-2.0
8,9,0.0,1.0,-1.0,0,False,490,./dataset_o\OWG2018_ResultsBook\geme490end9.png,True,OWG2018_ResultsBook,-1.0
9,10,1.0,0.0,1.0,0,True,490,./dataset_o\OWG2018_ResultsBook\geme490end10.png,True,OWG2018_ResultsBook,-2.0
0,1,0.0,1.0,-1.0,8,True,501,./dataset_o\OWG2018_ResultsBook\geme501end1.png,True,OWG2018_ResultsBook,0.0
1,2,2.0,0.0,2.0,7,True,501,./dataset_o\OWG2018_ResultsBook\geme501end2.png,True,OWG2018_ResultsBook,-1.0
2,3,0.0,1.0,-1.0,6,False,501,./dataset_o\OWG2018_ResultsBook\geme501end3.png,True,OWG2018_ResultsBook,1.0
3,4,1.0,0.0,1.0,5,True,501,./dataset_o\OWG2018_ResultsBook\geme501end4.png,True,OWG2018_ResultsBook,0.0
4,5,0.0,1.0,-1.0,4,False,501,./dataset_o\OWG2018_ResultsBook\geme501end5.png,True,OWG2018_ResultsBook,1.0
5,6,1.0,0.0,1.0,3,True,501,./dataset_o\OWG2018_ResultsBook\geme501end6.png,True,OWG2018_ResultsBook,0.0
6,7,1.0,0.0,1.0,2,False,501,./dataset_o\OWG2018_ResultsBook\geme501end7.png,True,OWG2018_ResultsBook,1.0
7,8,0.0,1.0,-1.0,1,False,501,./dataset_o\OWG2018_ResultsBook\geme501end8.png,True,OWG2018_ResultsBook,2.0
8,9,0.0,2.0,-2.0,0,True,501,./dataset_o\OWG2018_ResultsBook\geme501end9.png,True,OWG2018_ResultsBook,1.0
9,10,0.0,1.0,-1.0,0,True,501,./dataset_o\OWG2018_ResultsBook\geme501end10.png,True,OWG2018_ResultsBook,-1.0
0,1,0.0,1.0,-1.0,8,False,515,./dataset_o\OWG2018_ResultsBook\geme515end1.png,True,OWG2018_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,True,515,./dataset_o\OWG2018_ResultsBook\geme515end2.png,True,OWG2018_ResultsBook,-1.0
2,3,0.0,0.0,0.0,6,False,515,./dataset_o\OWG2018_ResultsBook\geme515end3.png,True,OWG2018_ResultsBook,0.0
3,4,0.0,1.0,-1.0,5,False,515,./dataset_o\OWG2018_ResultsBook\geme515end4.png,True,OWG2018_ResultsBook,0.0
4,5,0.0,2.0,-2.0,4,True,515,./dataset_o\OWG2018_ResultsBook\geme515end5.png,True,OWG2018_ResultsBook,-1.0
5,6,2.0,0.0,2.0,3,True,515,./dataset_o\OWG2018_ResultsBook\geme515end6.png,True,OWG2018_ResultsBook,-3.0
6,7,1.0,0.0,1.0,2,False,515,./dataset_o\OWG2018_ResultsBook\geme515end7.png,True,OWG2018_ResultsBook,-1.0
7,8,0.0,1.0,-1.0,1,False,515,./dataset_o\OWG2018_ResultsBook\geme515end8.png,True,OWG2018_ResultsBook,0.0
8,9,0.0,3.0,-3.0,0,True,515,./dataset_o\OWG2018_ResultsBook\geme515end9.png,True,OWG2018_ResultsBook,-1.0
0,1,0.0,0.0,0.0,8,False,526,./dataset_o\OWG2018_ResultsBook\geme526end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,526,./dataset_o\OWG2018_ResultsBook\geme526end2.png,True,OWG2018_ResultsBook,0.0
2,3,0.0,1.0,-1.0,6,True,526,./dataset_o\OWG2018_ResultsBook\geme526end3.png,True,OWG2018_ResultsBook,-2.0
3,4,3.0,0.0,3.0,5,True,526,./dataset_o\OWG2018_ResultsBook\geme526end4.png,True,OWG2018_ResultsBook,-3.0
4,5,0.0,0.0,0.0,4,False,526,./dataset_o\OWG2018_ResultsBook\geme526end5.png,True,OWG2018_ResultsBook,0.0
5,6,1.0,0.0,1.0,3,False,526,./dataset_o\OWG2018_ResultsBook\geme526end6.png,True,OWG2018_ResultsBook,0.0
6,7,0.0,3.0,-3.0,2,False,526,./dataset_o\OWG2018_ResultsBook\geme526end7.png,True,OWG2018_ResultsBook,1.0
7,8,0.0,2.0,-2.0,1,True,526,./dataset_o\OWG2018_ResultsBook\geme526end8.png,True,OWG2018_ResultsBook,-2.0
8,9,1.0,0.0,1.0,0,True,526,./dataset_o\OWG2018_ResultsBook\geme526end9.png,True,OWG2018_ResultsBook,-4.0
0,1,0.0,1.0,-1.0,8,False,536,./dataset_o\OWG2018_ResultsBook\geme536end1.png,True,OWG2018_ResultsBook,0.0
1,2,2.0,0.0,2.0,7,True,536,./dataset_o\OWG2018_ResultsBook\geme536end2.png,True,OWG2018_ResultsBook,-1.0
2,3,1.0,0.0,1.0,6,False,536,./dataset_o\OWG2018_ResultsBook\geme536end3.png,True,OWG2018_ResultsBook,1.0
3,4,0.0,2.0,-2.0,5,False,536,./dataset_o\OWG2018_ResultsBook\geme536end4.png,True,OWG2018_ResultsBook,2.0
4,5,0.0,0.0,0.0,4,True,536,./dataset_o\OWG2018_ResultsBook\geme536end5.png,True,OWG2018_ResultsBook,0.0
5,6,1.0,0.0,1.0,3,True,536,./dataset_o\OWG2018_ResultsBook\geme536end6.png,True,OWG2018_ResultsBook,0.0
6,7,0.0,1.0,-1.0,2,False,536,./dataset_o\OWG2018_ResultsBook\geme536end7.png,True,OWG2018_ResultsBook,1.0
7,8,2.0,0.0,2.0,1,True,536,./dataset_o\OWG2018_ResultsBook\geme536end8.png,True,OWG2018_ResultsBook,0.0
8,9,0.0,0.0,0.0,0,False,536,./dataset_o\OWG2018_ResultsBook\geme536end9.png,True,OWG2018_ResultsBook,2.0
9,10,0.0,2.0,-2.0,0,False,536,./dataset_o\OWG2018_ResultsBook\geme536end10.png,True,OWG2018_ResultsBook,2.0
10,11,0.0,1.0,-1.0,0,True,536,./dataset_o\OWG2018_ResultsBook\geme536end11.png,True,OWG2018_ResultsBook,0.0
0,1,1.0,0.0,1.0,8,True,548,./dataset_o\OWG2018_ResultsBook\geme548end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,0.0,0.0,7,False,548,./dataset_o\OWG2018_ResultsBook\geme548end2.png,True,OWG2018_ResultsBook,1.0
2,3,0.0,2.0,-2.0,6,False,548,./dataset_o\OWG2018_ResultsBook\geme548end3.png,True,OWG2018_ResultsBook,1.0
3,4,2.0,0.0,2.0,5,True,548,./dataset_o\OWG2018_ResultsBook\geme548end4.png,True,OWG2018_ResultsBook,-1.0
4,5,0.0,0.0,0.0,4,False,548,./dataset_o\OWG2018_ResultsBook\geme548end5.png,True,OWG2018_ResultsBook,1.0
5,6,0.0,2.0,-2.0,3,False,548,./dataset_o\OWG2018_ResultsBook\geme548end6.png,True,OWG2018_ResultsBook,1.0
6,7,0.0,0.0,0.0,2,True,548,./dataset_o\OWG2018_ResultsBook\geme548end7.png,True,OWG2018_ResultsBook,-1.0
7,8,1.0,0.0,1.0,1,True,548,./dataset_o\OWG2018_ResultsBook\geme548end8.png,True,OWG2018_ResultsBook,-1.0
8,9,0.0,1.0,-1.0,0,False,548,./dataset_o\OWG2018_ResultsBook\geme548end9.png,True,OWG2018_ResultsBook,0.0
9,10,0.0,2.0,-2.0,0,True,548,./dataset_o\OWG2018_ResultsBook\geme548end10.png,True,OWG2018_ResultsBook,-1.0
0,1,2.0,0.0,2.0,8,False,562,./dataset_o\OWG2018_ResultsBook\geme562end1.png,True,OWG2018_ResultsBook,0.0
1,2,2.0,0.0,2.0,7,False,562,./dataset_o\OWG2018_ResultsBook\geme562end2.png,True,OWG2018_ResultsBook,2.0
2,3,3.0,0.0,3.0,6,False,562,./dataset_o\OWG2018_ResultsBook\geme562end3.png,True,OWG2018_ResultsBook,4.0
3,4,0.0,1.0,-1.0,5,False,562,./dataset_o\OWG2018_ResultsBook\geme562end4.png,True,OWG2018_ResultsBook,7.0
4,5,1.0,0.0,1.0,4,True,562,./dataset_o\OWG2018_ResultsBook\geme562end5.png,True,OWG2018_ResultsBook,6.0
5,6,0.0,3.0,-3.0,3,False,562,./dataset_o\OWG2018_ResultsBook\geme562end6.png,True,OWG2018_ResultsBook,7.0
6,7,0.0,1.0,-1.0,2,True,562,./dataset_o\OWG2018_ResultsBook\geme562end7.png,True,OWG2018_ResultsBook,4.0
7,8,1.0,0.0,1.0,1,True,562,./dataset_o\OWG2018_ResultsBook\geme562end8.png,True,OWG2018_ResultsBook,3.0
8,9,1.0,0.0,1.0,0,False,562,./dataset_o\OWG2018_ResultsBook\geme562end9.png,True,OWG2018_ResultsBook,4.0
0,1,0.0,3.0,-3.0,8,False,572,./dataset_o\OWG2018_ResultsBook\geme572end1.png,True,OWG2018_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,True,572,./dataset_o\OWG2018_ResultsBook\geme572end2.png,True,OWG2018_ResultsBook,-3.0
2,3,0.0,2.0,-2.0,6,False,572,./dataset_o\OWG2018_ResultsBook\geme572end3.png,True,OWG2018_ResultsBook,-2.0
3,4,0.0,1.0,-1.0,5,True,572,./dataset_o\OWG2018_ResultsBook\geme572end4.png,True,OWG2018_ResultsBook,-4.0
4,5,2.0,0.0,2.0,4,True,572,./dataset_o\OWG2018_ResultsBook\geme572end5.png,True,OWG2018_ResultsBook,-5.0
5,6,0.0,0.0,0.0,3,False,572,./dataset_o\OWG2018_ResultsBook\geme572end6.png,True,OWG2018_ResultsBook,-3.0
6,7,0.0,4.0,-4.0,2,False,572,./dataset_o\OWG2018_ResultsBook\geme572end7.png,True,OWG2018_ResultsBook,-3.0
0,1,0.0,1.0,-1.0,8,True,580,./dataset_o\OWG2018_ResultsBook\geme580end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,0.0,0.0,7,True,580,./dataset_o\OWG2018_ResultsBook\geme580end2.png,True,OWG2018_ResultsBook,-1.0
2,3,0.0,2.0,-2.0,6,True,580,./dataset_o\OWG2018_ResultsBook\geme580end3.png,True,OWG2018_ResultsBook,-1.0
3,4,1.0,0.0,1.0,5,True,580,./dataset_o\OWG2018_ResultsBook\geme580end4.png,True,OWG2018_ResultsBook,-3.0
4,5,0.0,2.0,-2.0,4,False,580,./dataset_o\OWG2018_ResultsBook\geme580end5.png,True,OWG2018_ResultsBook,-2.0
5,6,0.0,2.0,-2.0,3,True,580,./dataset_o\OWG2018_ResultsBook\geme580end6.png,True,OWG2018_ResultsBook,-4.0
6,7,2.0,0.0,2.0,2,True,580,./dataset_o\OWG2018_ResultsBook\geme580end7.png,True,OWG2018_ResultsBook,-6.0
7,8,0.0,2.0,-2.0,1,False,580,./dataset_o\OWG2018_ResultsBook\geme580end8.png,True,OWG2018_ResultsBook,-4.0
0,1,1.0,0.0,1.0,8,False,589,./dataset_o\OWG2018_ResultsBook\geme589end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,589,./dataset_o\OWG2018_ResultsBook\geme589end2.png,True,OWG2018_ResultsBook,1.0
2,3,0.0,1.0,-1.0,6,True,589,./dataset_o\OWG2018_ResultsBook\geme589end3.png,True,OWG2018_ResultsBook,-1.0
3,4,0.0,1.0,-1.0,5,True,589,./dataset_o\OWG2018_ResultsBook\geme589end4.png,True,OWG2018_ResultsBook,-2.0
4,5,0.0,0.0,0.0,4,True,589,./dataset_o\OWG2018_ResultsBook\geme589end5.png,True,OWG2018_ResultsBook,-3.0
5,6,1.0,0.0,1.0,3,True,589,./dataset_o\OWG2018_ResultsBook\geme589end6.png,True,OWG2018_ResultsBook,-3.0
6,7,0.0,0.0,0.0,2,False,589,./dataset_o\OWG2018_ResultsBook\geme589end7.png,True,OWG2018_ResultsBook,-2.0
7,8,0.0,3.0,-3.0,1,False,589,./dataset_o\OWG2018_ResultsBook\geme589end8.png,True,OWG2018_ResultsBook,-2.0
0,1,0.0,0.0,0.0,8,True,605,./dataset_o\OWG2018_ResultsBook\geme605end1.png,True,OWG2018_ResultsBook,0.0
1,2,2.0,0.0,2.0,7,True,605,./dataset_o\OWG2018_ResultsBook\geme605end2.png,True,OWG2018_ResultsBook,0.0
2,3,0.0,2.0,-2.0,6,False,605,./dataset_o\OWG2018_ResultsBook\geme605end3.png,True,OWG2018_ResultsBook,2.0
3,4,0.0,1.0,-1.0,5,True,605,./dataset_o\OWG2018_ResultsBook\geme605end4.png,True,OWG2018_ResultsBook,0.0
4,5,2.0,0.0,2.0,4,True,605,./dataset_o\OWG2018_ResultsBook\geme605end5.png,True,OWG2018_ResultsBook,-1.0
5,6,0.0,2.0,-2.0,3,False,605,./dataset_o\OWG2018_ResultsBook\geme605end6.png,True,OWG2018_ResultsBook,1.0
6,7,1.0,0.0,1.0,2,True,605,./dataset_o\OWG2018_ResultsBook\geme605end7.png,True,OWG2018_ResultsBook,-1.0
7,8,0.0,5.0,-5.0,1,False,605,./dataset_o\OWG2018_ResultsBook\geme605end8.png,True,OWG2018_ResultsBook,0.0
8,9,2.0,0.0,2.0,0,True,605,./dataset_o\OWG2018_ResultsBook\geme605end9.png,True,OWG2018_ResultsBook,-5.0
0,1,0.0,0.0,0.0,8,False,622,./dataset_o\OWG2018_ResultsBook\geme622end1.png,True,OWG2018_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,False,622,./dataset_o\OWG2018_ResultsBook\geme622end2.png,True,OWG2018_ResultsBook,0.0
2,3,1.0,0.0,1.0,6,False,622,./dataset_o\OWG2018_ResultsBook\geme622end3.png,True,OWG2018_ResultsBook,1.0
4,5,2.0,0.0,2.0,4,True,622,./dataset_o\OWG2018_ResultsBook\geme622end5.png,True,OWG2018_ResultsBook,2.0
5,6,0.0,1.0,-1.0,3,False,622,./dataset_o\OWG2018_ResultsBook\geme622end6.png,True,OWG2018_ResultsBook,4.0
6,7,2.0,0.0,2.0,2,True,622,./dataset_o\OWG2018_ResultsBook\geme622end7.png,True,OWG2018_ResultsBook,3.0
7,8,0.0,2.0,-2.0,1,False,622,./dataset_o\OWG2018_ResultsBook\geme622end8.png,True,OWG2018_ResultsBook,5.0
8,9,1.0,0.0,1.0,0,True,622,./dataset_o\OWG2018_ResultsBook\geme622end9.png,True,OWG2018_ResultsBook,3.0
0,1,2.0,0.0,2.0,8,True,638,./dataset_o\OWG2018_ResultsBook\geme638end1.png,True,OWG2018_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,638,./dataset_o\OWG2018_ResultsBook\geme638end2.png,True,OWG2018_ResultsBook,2.0
2,3,0.0,0.0,0.0,6,True,638,./dataset_o\OWG2018_ResultsBook\geme638end3.png,True,OWG2018_ResultsBook,1.0
3,4,4.0,0.0,4.0,5,True,638,./dataset_o\OWG2018_ResultsBook\geme638end4.png,True,OWG2018_ResultsBook,1.0
4,5,0.0,1.0,-1.0,4,False,638,./dataset_o\OWG2018_ResultsBook\geme638end5.png,True,OWG2018_ResultsBook,5.0
5,6,2.0,0.0,2.0,3,True,638,./dataset_o\OWG2018_ResultsBook\geme638end6.png,True,OWG2018_ResultsBook,4.0
6,7,1.0,0.0,1.0,2,False,638,./dataset_o\OWG2018_ResultsBook\geme638end7.png,True,OWG2018_ResultsBook,6.0
7,8,0.0,1.0,-1.0,1,False,638,./dataset_o\OWG2018_ResultsBook\geme638end8.png,True,OWG2018_ResultsBook,7.0
0,1,0.0,0.0,0.0,8,True,647,./dataset_o\OWG2018_ResultsBook\geme647end1.png,True,OWG2018_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,True,647,./dataset_o\OWG2018_ResultsBook\geme647end2.png,True,OWG2018_ResultsBook,0.0
