,red_diff,remain_ends,last_stone_is_red,red_postion,filepath
3,2.0,5,True,-4.0,./dataset_o\WMCC2022_ResultsBook\geme58end4.png
0,1.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme34end1.png
4,-2.0,4,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme325end5.png
0,-1.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme421end1.png
7,2.0,1,True,2.0,./dataset_o\WWCC2022_ResultsBook\geme798end8.png
5,-2.0,3,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme280end6.png
8,-2.0,0,False,-3.0,./dataset_o\WMCC2022_ResultsBook\geme471end9.png
1,-1.0,7,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme7end2.png
4,3.0,4,True,5.0,./dataset_o\WWCC2023_ResultsBook\geme849end5.png
2,1.0,6,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme783end3.png
5,2.0,3,True,3.0,./dataset_o\WMCC2021_ResultsBook\geme891end6.png
0,0.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme241end1.png
1,0.0,7,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme376end2.png
8,-1.0,0,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme110end9.png
7,-1.0,1,False,5.0,./dataset_o\WMCC2023_ResultsBook\geme198end8.png
4,-3.0,4,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme838end5.png
1,-1.0,7,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme532end2.png
4,-2.0,4,False,-3.0,./dataset_o\WMCC2023_ResultsBook\geme338end5.png
2,-2.0,6,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme1025end3.png
4,-1.0,4,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme160end5.png
8,1.0,0,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme460end9.png
3,-3.0,5,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme154end4.png
1,-1.0,7,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme310end2.png
4,-1.0,4,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme668end5.png
3,-1.0,5,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme62end4.png
7,-2.0,1,False,4.0,./dataset_o\WMCC2023_ResultsBook\geme805end8.png
0,0.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme211end1.png
6,-2.0,2,False,-2.0,./dataset_o\WMCC2022_ResultsBook\geme499end7.png
4,-2.0,4,False,-3.0,./dataset_o\WMCC2023_ResultsBook\geme7end5.png
7,4.0,1,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme442end8.png
3,-1.0,5,False,6.0,./dataset_o\WMCC2023_ResultsBook\geme573end4.png
1,2.0,7,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme7end2.png
2,-2.0,6,False,3.0,./dataset_o\WMCC2021_ResultsBook\geme512end3.png
6,2.0,2,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme597end7.png
5,1.0,3,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme598end6.png
9,-1.0,0,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme505end10.png
6,-2.0,2,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme569end7.png
1,-1.0,7,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme760end2.png
8,-1.0,0,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme479end9.png
6,-1.0,2,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme73end7.png
7,0.0,1,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme211end8.png
0,-4.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme24end1.png
5,2.0,3,True,-3.0,./dataset_o\WWCC2022_ResultsBook\geme201end6.png
0,1.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme867end1.png
7,-1.0,1,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme839end8.png
2,-1.0,6,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme325end3.png
0,-2.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme211end1.png
6,-1.0,2,True,5.0,./dataset_o\WMCC2022_ResultsBook\geme357end7.png
1,2.0,7,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme477end2.png
3,1.0,5,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme262end4.png
2,0.0,6,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme7end3.png
7,-1.0,1,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme715end8.png
8,1.0,0,True,-3.0,./dataset_o\WWCC2022_ResultsBook\geme464end9.png
1,0.0,7,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme569end2.png
7,2.0,1,True,-4.0,./dataset_o\WMCC2023_ResultsBook\geme452end8.png
4,0.0,4,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme47end5.png
2,3.0,6,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme262end3.png
0,-2.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme271end1.png
6,1.0,2,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme656end7.png
8,-3.0,0,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme260end9.png
5,-2.0,3,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme271end6.png
6,2.0,2,True,-4.0,./dataset_o\WMCC2023_ResultsBook\geme357end7.png
1,0.0,7,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme374end2.png
6,-2.0,2,False,4.0,./dataset_o\WWCC2022_ResultsBook\geme697end7.png
0,-2.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme512end1.png
8,-1.0,0,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme414end9.png
7,1.0,1,False,-2.0,./dataset_o\WWCC2022_ResultsBook\geme557end8.png
2,-2.0,6,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme173end3.png
2,-2.0,6,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme771end3.png
2,-2.0,6,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme569end3.png
2,-1.0,6,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme719end3.png
5,1.0,3,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme68end6.png
9,-2.0,0,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme412end10.png
3,-1.0,5,False,5.0,./dataset_o\WMCC2022_ResultsBook\geme569end4.png
7,-1.0,1,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme705end8.png
2,-1.0,6,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme492end3.png
7,1.0,1,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme642end8.png
2,1.0,6,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme480end3.png
0,-2.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme808end1.png
7,1.0,1,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme536end8.png
8,1.0,0,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme509end9.png
2,1.0,6,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme50end3.png
7,1.0,1,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme303end8.png
4,1.0,4,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme226end5.png
5,-1.0,3,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme817end6.png
2,-2.0,6,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme674end3.png
3,2.0,5,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme249end4.png
5,1.0,3,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme496end6.png
0,2.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme826end1.png
7,1.0,1,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme646end8.png
2,1.0,6,False,3.0,./dataset_o\WMCC2021_ResultsBook\geme551end3.png
8,-1.0,0,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme973end9.png
4,0.0,4,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme763end5.png
3,1.0,5,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme838end4.png
6,-1.0,2,True,3.0,./dataset_o\WWCC2023_ResultsBook\geme149end7.png
8,1.0,0,False,4.0,./dataset_o\WMCC2022_ResultsBook\geme450end9.png
6,-1.0,2,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme7end7.png
5,2.0,3,True,-2.0,./dataset_o\WMCC2022_ResultsBook\geme120end6.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme327end1.png
5,3.0,3,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme815end6.png
3,-2.0,5,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme304end4.png
2,2.0,6,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme221end3.png
4,-2.0,4,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme775end5.png
3,-1.0,5,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme157end4.png
3,-1.0,5,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme211end4.png
4,0.0,4,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme116end5.png
4,-1.0,4,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme183end5.png
4,-1.0,4,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme900end5.png
2,2.0,6,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme782end3.png
9,-1.0,0,True,2.0,./dataset_o\WWCC2022_ResultsBook\geme62end10.png
4,-1.0,4,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme848end5.png
7,-1.0,1,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme262end8.png
6,-1.0,2,True,-5.0,./dataset_o\WMCC2021_ResultsBook\geme165end7.png
6,1.0,2,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme679end7.png
5,-1.0,3,True,2.0,./dataset_o\WWCC2022_ResultsBook\geme160end6.png
1,-1.0,7,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme737end2.png
1,-1.0,7,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme359end2.png
2,1.0,6,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme717end3.png
9,2.0,0,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme347end10.png
8,-1.0,0,True,2.0,./dataset_o\WWCC2023_ResultsBook\geme598end9.png
8,-1.0,0,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme50end9.png
1,3.0,7,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme7end2.png
8,1.0,0,True,-4.0,./dataset_o\WMCC2021_ResultsBook\geme262end9.png
7,-2.0,1,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme119end8.png
6,1.0,2,False,4.0,./dataset_o\WMCC2022_ResultsBook\geme491end7.png
1,0.0,7,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme620end2.png
5,-1.0,3,True,1.0,./dataset_o\WWCC2023_ResultsBook\geme776end6.png
2,1.0,6,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme697end3.png
7,-1.0,1,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme397end8.png
8,3.0,0,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme49end9.png
5,-1.0,3,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme760end6.png
1,1.0,7,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme414end2.png
7,-2.0,1,True,-5.0,./dataset_o\WMCC2022_ResultsBook\geme560end8.png
0,0.0,8,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme50end1.png
4,2.0,4,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme758end5.png
7,2.0,1,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme410end8.png
3,-1.0,5,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme728end4.png
6,1.0,2,True,-4.0,./dataset_o\WWCC2023_ResultsBook\geme179end7.png
4,1.0,4,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme34end5.png
5,-4.0,3,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme105end6.png
1,0.0,7,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme886end2.png
7,1.0,1,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme7end8.png
4,1.0,4,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme805end5.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme922end1.png
1,1.0,7,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme1005end2.png
8,-1.0,0,True,1.0,./dataset_o\WWCC2023_ResultsBook\geme444end9.png
5,-2.0,3,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme109end6.png
8,2.0,0,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme140end9.png
5,1.0,3,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme129end6.png
9,2.0,0,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme586end10.png
6,2.0,2,True,2.0,./dataset_o\WMCC2023_ResultsBook\geme346end7.png
4,1.0,4,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme509end5.png
2,0.0,6,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme411end3.png
1,-2.0,7,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme7end2.png
6,3.0,2,True,3.0,./dataset_o\WMCC2021_ResultsBook\geme566end7.png
0,1.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme24end1.png
7,0.0,1,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme665end8.png
6,1.0,2,True,-2.0,./dataset_o\WMCC2022_ResultsBook\geme631end7.png
1,2.0,7,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme433end2.png
8,1.0,0,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme505end9.png
2,-1.0,6,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme116end3.png
9,1.0,0,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme904end10.png
4,1.0,4,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme520end5.png
3,1.0,5,True,3.0,./dataset_o\WMCC2021_ResultsBook\geme566end4.png
7,-4.0,1,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme210end8.png
2,-2.0,6,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme455end3.png
5,1.0,3,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme641end6.png
5,1.0,3,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme319end6.png
4,-2.0,4,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme120end5.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme260end1.png
4,-1.0,4,True,-6.0,./dataset_o\WMCC2021_ResultsBook\geme608end5.png
10,-1.0,0,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme212end11.png
3,-1.0,5,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme126end4.png
1,-1.0,7,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme646end2.png
3,-3.0,5,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme651end4.png
0,1.0,8,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme642end1.png
3,3.0,5,True,2.0,./dataset_o\WMCC2023_ResultsBook\geme178end4.png
7,-1.0,1,False,4.0,./dataset_o\WMCC2023_ResultsBook\geme684end8.png
2,-1.0,6,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme630end3.png
5,1.0,3,True,2.0,./dataset_o\WMCC2023_ResultsBook\geme588end6.png
5,1.0,3,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme71end6.png
3,1.0,5,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme376end4.png
2,-1.0,6,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme828end3.png
2,-1.0,6,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme460end3.png
7,1.0,1,True,-1.0,./dataset_o\WMCC2023_ResultsBook\geme717end8.png
6,1.0,2,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme291end7.png
8,1.0,0,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme238end9.png
1,0.0,7,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme642end2.png
5,-1.0,3,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme219end6.png
7,1.0,1,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme323end8.png
4,1.0,4,True,2.0,./dataset_o\WMCC2021_ResultsBook\geme459end5.png
1,-1.0,7,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme629end2.png
7,-2.0,1,False,-2.0,./dataset_o\WMCC2021_ResultsBook\geme930end8.png
8,-2.0,0,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme708end9.png
2,-2.0,6,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme600end3.png
2,2.0,6,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme520end3.png
4,-4.0,4,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme301end5.png
8,2.0,0,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme440end9.png
4,-2.0,4,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme714end5.png
4,1.0,4,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme345end5.png
8,1.0,0,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme760end9.png
3,0.0,5,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme68end4.png
4,1.0,4,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme273end5.png
1,-2.0,7,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme657end2.png
4,0.0,4,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme641end5.png
3,-2.0,5,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme58end4.png
6,1.0,2,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme400end7.png
9,3.0,0,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme714end10.png
5,-1.0,3,True,-4.0,./dataset_o\WWCC2022_ResultsBook\geme719end6.png
3,1.0,5,False,4.0,./dataset_o\WMCC2023_ResultsBook\geme826end4.png
3,1.0,5,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme560end4.png
6,-1.0,2,True,-4.0,./dataset_o\WMCC2021_ResultsBook\geme325end7.png
5,2.0,3,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme444end6.png
7,1.0,1,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme260end8.png
5,1.0,3,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme200end6.png
6,1.0,2,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme260end7.png
3,2.0,5,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme715end4.png
8,-1.0,0,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme421end9.png
4,-2.0,4,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme347end5.png
6,-1.0,2,False,5.0,./dataset_o\WMCC2023_ResultsBook\geme139end7.png
7,-2.0,1,False,-4.0,./dataset_o\WMCC2022_ResultsBook\geme271end8.png
4,-1.0,4,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme665end5.png
5,3.0,3,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme798end6.png
0,1.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme293end1.png
2,-2.0,6,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme787end3.png
3,-1.0,5,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme149end4.png
1,0.0,7,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme126end2.png
6,-1.0,2,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme116end7.png
7,-2.0,1,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme631end8.png
4,2.0,4,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme798end5.png
3,-3.0,5,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme996end4.png
4,-1.0,4,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme393end5.png
2,-1.0,6,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme249end3.png
2,-3.0,6,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme815end3.png
1,-2.0,7,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme260end2.png
5,1.0,3,True,-5.0,./dataset_o\WMCC2023_ResultsBook\geme338end6.png
9,1.0,0,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme150end10.png
7,1.0,1,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme1037end8.png
6,-4.0,2,False,-5.0,./dataset_o\WMCC2021_ResultsBook\geme809end7.png
5,0.0,3,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme192end6.png
0,3.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme566end1.png
8,-1.0,0,False,4.0,./dataset_o\WMCC2023_ResultsBook\geme109end9.png
8,2.0,0,True,3.0,./dataset_o\WMCC2022_ResultsBook\geme694end9.png
6,-1.0,2,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme323end7.png
2,3.0,6,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme646end3.png
0,0.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme325end1.png
3,2.0,5,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme45end4.png
4,0.0,4,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme219end5.png
4,0.0,4,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme400end5.png
0,1.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme183end1.png
3,-1.0,5,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme521end4.png
0,0.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme289end1.png
6,-2.0,2,False,-4.0,./dataset_o\WMCC2023_ResultsBook\geme310end7.png
0,0.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme536end1.png
2,-1.0,6,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme649end3.png
6,1.0,2,True,-5.0,./dataset_o\WWCC2022_ResultsBook\geme719end7.png
9,2.0,0,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme334end10.png
1,0.0,7,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme611end2.png
9,1.0,0,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme749end10.png
1,1.0,7,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme516end2.png
7,-4.0,1,False,5.0,./dataset_o\WMCC2021_ResultsBook\geme586end8.png
8,1.0,0,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme389end9.png
2,2.0,6,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme501end3.png
4,0.0,4,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme930end5.png
7,2.0,1,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme374end8.png
3,-2.0,5,False,5.0,./dataset_o\WMCC2023_ResultsBook\geme271end4.png
8,-1.0,0,True,3.0,./dataset_o\WMCC2021_ResultsBook\geme910end9.png
8,1.0,0,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme815end9.png
8,1.0,0,True,2.0,./dataset_o\WWCC2023_ResultsBook\geme334end9.png
0,-2.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme523end1.png
6,0.0,2,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme509end7.png
7,1.0,1,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme17end8.png
6,-1.0,2,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme775end7.png
1,-1.0,7,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme462end2.png
3,-2.0,5,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme282end4.png
6,-2.0,2,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme211end7.png
3,3.0,5,False,4.0,./dataset_o\WMCC2023_ResultsBook\geme566end4.png
2,0.0,6,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme581end3.png
6,3.0,2,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme409end7.png
1,2.0,7,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme1025end2.png
2,2.0,6,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme404end3.png
5,-2.0,3,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme663end6.png
6,2.0,2,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme389end7.png
0,-2.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme300end1.png
3,2.0,5,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme775end4.png
0,0.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme440end1.png
6,1.0,2,True,-8.0,./dataset_o\WWCC2022_ResultsBook\geme310end7.png
8,-2.0,0,True,-4.0,./dataset_o\WWCC2022_ResultsBook\geme475end9.png
0,0.0,8,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme126end1.png
5,-1.0,3,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme187end6.png
1,-1.0,7,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme17end2.png
8,-1.0,0,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme448end9.png
1,-1.0,7,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme763end2.png
2,-1.0,6,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme616end3.png
1,-1.0,7,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme805end2.png
2,-1.0,6,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme260end3.png
9,1.0,0,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme410end10.png
1,1.0,7,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme381end2.png
7,1.0,1,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme126end8.png
6,-2.0,2,False,-3.0,./dataset_o\WMCC2023_ResultsBook\geme782end7.png
2,1.0,6,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme38end3.png
0,0.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme557end1.png
4,1.0,4,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme165end5.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme910end1.png
2,1.0,6,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme71end3.png
6,-2.0,2,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme641end7.png
6,1.0,2,False,4.0,./dataset_o\WMCC2023_ResultsBook\geme755end7.png
6,-5.0,2,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme560end7.png
7,2.0,1,True,4.0,./dataset_o\WMCC2023_ResultsBook\geme139end8.png
7,-1.0,1,True,3.0,./dataset_o\WWCC2023_ResultsBook\geme272end8.png
0,2.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme646end1.png
7,2.0,1,True,2.0,./dataset_o\WMCC2022_ResultsBook\geme99end8.png
3,-1.0,5,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme409end4.png
0,1.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme105end1.png
0,1.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme708end1.png
0,3.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme357end1.png
9,-1.0,0,True,2.0,./dataset_o\WMCC2023_ResultsBook\geme684end10.png
5,0.0,3,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme411end6.png
